Aaron Finch,Aaron Finch,0
Aaron Finch,Ajinkya Rahane,56.5
Aaron Finch,Ambati Rayudu,58
Aaron Finch,Brendon McCullum,58
Aaron Finch,Chris Gayle,38
Aaron Finch,David Miller,57
Aaron Finch,David Warner,58
Aaron Finch,de Villiers,42
Aaron Finch,Dinesh Karthik,57
Aaron Finch,du Plessis,54
Aaron Finch,Dwayne Smith,56.5
Aaron Finch,Gautam Gambhir,58
Aaron Finch,Kieron Pollard,57
Aaron Finch,Manish Pandey,62
Aaron Finch,Michael Hussey,40
Aaron Finch,MS Dhoni,58
Aaron Finch,Murali Vijay,57
Aaron Finch,Parthiv Patel,58
Aaron Finch,Robin Uthappa,42
Aaron Finch,Rohit Sharma,56.5
Aaron Finch,Sanju Samson,44.5
Aaron Finch,Shane Watson,38
Aaron Finch,Shaun Marsh,42
Aaron Finch,Shikhar Dhawan,57
Aaron Finch,Steve Smith,55
Aaron Finch,Suresh Raina,61
Aaron Finch,Virat Kohli,58
Aaron Finch,Yusuf Pathan,38.5
Aaron Finch,Yuvraj Singh,58
Ajinkya Rahane,Aaron Finch,56.5
Ajinkya Rahane,Ajinkya Rahane,0
Ajinkya Rahane,Ambati Rayudu,66
Ajinkya Rahane,Brendon McCullum,65
Ajinkya Rahane,Chris Gayle,73
Ajinkya Rahane,David Miller,73
Ajinkya Rahane,David Warner,71
Ajinkya Rahane,de Villiers,72
Ajinkya Rahane,Dinesh Karthik,73
Ajinkya Rahane,du Plessis,73
Ajinkya Rahane,Dwayne Smith,45
Ajinkya Rahane,Gautam Gambhir,65
Ajinkya Rahane,Kieron Pollard,73
Ajinkya Rahane,Manish Pandey,59.5
Ajinkya Rahane,Michael Hussey,73
Ajinkya Rahane,MS Dhoni,73
Ajinkya Rahane,Murali Vijay,73
Ajinkya Rahane,Parthiv Patel,73
Ajinkya Rahane,Robin Uthappa,71
Ajinkya Rahane,Rohit Sharma,65
Ajinkya Rahane,Sanju Samson,73
Ajinkya Rahane,Shane Watson,73
Ajinkya Rahane,Shaun Marsh,73
Ajinkya Rahane,Shikhar Dhawan,73
Ajinkya Rahane,Steve Smith,60
Ajinkya Rahane,Suresh Raina,73
Ajinkya Rahane,Virat Kohli,62
Ajinkya Rahane,Yusuf Pathan,70.5
Ajinkya Rahane,Yuvraj Singh,73
Ambati Rayudu,Aaron Finch,58
Ambati Rayudu,Ajinkya Rahane,66
Ambati Rayudu,Ambati Rayudu,0
Ambati Rayudu,Brendon McCullum,85
Ambati Rayudu,Chris Gayle,56
Ambati Rayudu,David Miller,64
Ambati Rayudu,David Warner,66
Ambati Rayudu,de Villiers,71
Ambati Rayudu,Dinesh Karthik,59.5
Ambati Rayudu,du Plessis,62
Ambati Rayudu,Dwayne Smith,73
Ambati Rayudu,Gautam Gambhir,64
Ambati Rayudu,Kieron Pollard,66
Ambati Rayudu,Manish Pandey,74
Ambati Rayudu,Michael Hussey,73
Ambati Rayudu,MS Dhoni,71
Ambati Rayudu,Murali Vijay,78
Ambati Rayudu,Parthiv Patel,62
Ambati Rayudu,Robin Uthappa,65
Ambati Rayudu,Rohit Sharma,68
Ambati Rayudu,Sanju Samson,58
Ambati Rayudu,Shane Watson,89
Ambati Rayudu,Shaun Marsh,86
Ambati Rayudu,Shikhar Dhawan,65.5
Ambati Rayudu,Steve Smith,78
Ambati Rayudu,Suresh Raina,66
Ambati Rayudu,Virat Kohli,42
Ambati Rayudu,Yusuf Pathan,64
Ambati Rayudu,Yuvraj Singh,62
Brendon McCullum,Aaron Finch,58
Brendon McCullum,Ajinkya Rahane,65
Brendon McCullum,Ambati Rayudu,85
Brendon McCullum,Brendon McCullum,0
Brendon McCullum,Chris Gayle,63
Brendon McCullum,David Miller,70
Brendon McCullum,David Warner,50
Brendon McCullum,de Villiers,71
Brendon McCullum,Dinesh Karthik,57
Brendon McCullum,du Plessis,58
Brendon McCullum,Dwayne Smith,53
Brendon McCullum,Gautam Gambhir,40
Brendon McCullum,Kieron Pollard,58
Brendon McCullum,Manish Pandey,65
Brendon McCullum,Michael Hussey,73
Brendon McCullum,MS Dhoni,54
